sentence_id	sentence	target	category	polarity	category_polarity	entailed	start	end
758263:0	I have never before eaten 40 pieces of relatively good nigiri .	nigiri	food quality	negative	food quality negative	no	0	0
758263:0	I have never before eaten 40 pieces of relatively good nigiri .	nigiri	food quality	positive	food quality positive	no	0	0
758263:0	I have never before eaten 40 pieces of relatively good nigiri .	nigiri	food quality	neutral	food quality neutral	yes	11	12
758263:2	You can do it here .	NULL	food style_options	negative	food style_options negative	no	0	0
758263:2	You can do it here .	NULL	food style_options	positive	food style_options positive	yes	0	0
758263:2	You can do it here .	NULL	food style_options	neutral	food style_options neutral	no	0	0
758263:3	 $20 for all you can eat sushi cannot be beaten .	all you can eat sushi	food prices	negative	food prices negative	no	0	0
758263:3	 $20 for all you can eat sushi cannot be beaten .	all you can eat sushi	food prices	positive	food prices positive	yes	4	9
758263:3	 $20 for all you can eat sushi cannot be beaten .	all you can eat sushi	food prices	neutral	food prices neutral	no	0	0
759781:0	I went to Areo on a Sunday afternoon with four of my girlfriends , and spent three enjoyable hours there .	Areo	restaurant general	negative	restaurant general negative	no	0	0
759781:0	I went to Areo on a Sunday afternoon with four of my girlfriends , and spent three enjoyable hours there .	Areo	restaurant general	positive	restaurant general positive	yes	4	5
759781:0	I went to Areo on a Sunday afternoon with four of my girlfriends , and spent three enjoyable hours there .	Areo	restaurant general	neutral	restaurant general neutral	no	0	0
759781:2	Most of the servers are very attentive , friendly and quite attractive .	servers	service general	negative	service general negative	no	0	0
759781:2	Most of the servers are very attentive , friendly and quite attractive .	servers	service general	positive	service general positive	yes	4	5
759781:2	Most of the servers are very attentive , friendly and quite attractive .	servers	service general	neutral	service general neutral	no	0	0
759781:4	The vibe is very relaxed and cozy , service was great and the food was excellent !	vibe	ambience general	negative	ambience general negative	no	0	0
759781:4	The vibe is very relaxed and cozy , service was great and the food was excellent !	vibe	ambience general	positive	ambience general positive	yes	2	3
759781:4	The vibe is very relaxed and cozy , service was great and the food was excellent !	vibe	ambience general	neutral	ambience general neutral	no	0	0
759781:4	The vibe is very relaxed and cozy , service was great and the food was excellent !	service	service general	negative	service general negative	no	0	0
759781:4	The vibe is very relaxed and cozy , service was great and the food was excellent !	service	service general	positive	service general positive	yes	9	10
759781:4	The vibe is very relaxed and cozy , service was great and the food was excellent !	service	service general	neutral	service general neutral	no	0	0
759781:4	The vibe is very relaxed and cozy , service was great and the food was excellent !	food	food quality	negative	food quality negative	no	0	0
759781:4	The vibe is very relaxed and cozy , service was great and the food was excellent !	food	food quality	positive	food quality positive	yes	14	15
759781:4	The vibe is very relaxed and cozy , service was great and the food was excellent !	food	food quality	neutral	food quality neutral	no	0	0
759781:5	Me and my girls will definitely go back .	NULL	restaurant general	negative	restaurant general negative	no	0	0
759781:5	Me and my girls will definitely go back .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
759781:5	Me and my girls will definitely go back .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
773720:0	Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went .	Food	food quality	negative	food quality negative	no	0	0
773720:0	Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went .	Food	food quality	positive	food quality positive	yes	1	2
773720:0	Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went .	Food	food quality	neutral	food quality neutral	no	0	0
773720:0	Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went .	view of the new york city skiline	location general	negative	location general negative	no	0	0
773720:0	Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went .	view of the new york city skiline	location general	positive	location general positive	yes	6	13
773720:0	Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went .	view of the new york city skiline	location general	neutral	location general neutral	no	0	0
773720:1	I would highly recommand requesting a table by the window .	table by the window	location general	negative	location general negative	no	0	0
773720:1	I would highly recommand requesting a table by the window .	table by the window	location general	positive	location general positive	yes	7	11
773720:1	I would highly recommand requesting a table by the window .	table by the window	location general	neutral	location general neutral	no	0	0
773720:2	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .	service	service general	negative	service general negative	no	0	0
773720:2	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .	service	service general	positive	service general positive	yes	15	16
773720:2	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .	service	service general	neutral	service general neutral	no	0	0
773720:2	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .	place	ambience general	negative	ambience general negative	no	0	0
773720:2	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .	place	ambience general	positive	ambience general positive	yes	23	24
773720:2	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .	place	ambience general	neutral	ambience general neutral	no	0	0
872763:1	The food is great .	food	food quality	negative	food quality negative	no	0	0
872763:1	The food is great .	food	food quality	positive	food quality positive	yes	2	3
872763:1	The food is great .	food	food quality	neutral	food quality neutral	no	0	0
872763:2	Personal pans are the perfect size for those hungry nights .	Personal pans	food style_options	negative	food style_options negative	no	0	0
872763:2	Personal pans are the perfect size for those hungry nights .	Personal pans	food style_options	positive	food style_options positive	yes	1	3
872763:2	Personal pans are the perfect size for those hungry nights .	Personal pans	food style_options	neutral	food style_options neutral	no	0	0
872763:3	I heartily recommend .	NULL	restaurant general	negative	restaurant general negative	no	0	0
872763:3	I heartily recommend .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
872763:3	I heartily recommend .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
